,date,close,high,low,open,volume,tic,day
35,2010-07-07,1.053333044052124,1.108667016029358,0.9986670017242432,1.0933330059051514,103825500,TSLA,2
36,2010-07-08,7.733153820037842,7.8772764112672276,7.637272383943244,7.864691657740922,738144400,AAPL,3
37,2010-07-08,7.369999885559082,7.519999980926514,7.21999979019165,7.519999980926514,21847000,AMD,3
38,2010-07-08,42.846073150634766,42.96816126946092,42.174591084471054,42.78503167860182,6058800,CAT,3
39,2010-07-08,39.73951721191406,39.79658477957569,38.89065755143282,39.07612170407032,7592700,COST,3
40,2010-07-08,117.20999908447266,117.41000366210938,116.0999984741211,117.38999938964844,11315100,GLD,3
41,2010-07-08,38.79654312133789,39.0177671463843,38.328809225461285,38.51211050973462,15895900,JNJ,3
42,2010-07-08,80.89302825927734,80.983610268179,79.94942727132916,80.77224456836396,210842100,SPY,3
43,2010-07-08,63.65391540527344,63.88993227384315,63.500825881496766,63.67305098741699,6260600,TLT,3
44,2010-07-08,1.1640000343322754,1.1679999828338623,1.0379999876022339,1.0759999752044678,115671000,TSLA,3
45,2010-07-09,7.778995990753174,7.787385024302001,7.645360326522437,7.697196312838876,433322400,AAPL,4
46,2010-07-09,7.340000152587891,7.349999904632568,7.139999866485596,7.340000152587891,20373000,AMD,4
47,2010-07-09,43.897403717041016,43.98557648910162,42.73078464171788,42.81217588799731,6456900,CAT,4
48,2010-07-09,40.081912994384766,40.15324745136323,39.66104922217138,40.15324745136323,3895600,COST,4
49,2010-07-09,118.36000061035156,118.7300033569336,118.0,118.13999938964844,9596800,GLD,4
50,2010-07-09,38.26559829711914,38.60059532519709,38.16446698235067,38.537389157652065,12174000,JNJ,4
51,2010-07-09,81.49695587158203,81.50450629453412,80.71942932678778,80.87040323011831,144999900,SPY,4
52,2010-07-09,63.29032135009765,63.558229218994704,63.26480561973204,63.40513970342895,4286000,TLT,4
53,2010-07-09,1.159999966621399,1.1933330297470093,1.1033329963684082,1.1720000505447388,60759000,TSLA,4
54,2010-07-12,7.709185600280762,7.845816901112261,7.636375793953069,7.746339796129588,562878400,AAPL,0
55,2010-07-12,7.360000133514404,7.599999904632568,7.320000171661377,7.380000114440918,36053000,AMD,0
56,2010-07-12,43.59896469116211,44.15514294910133,43.3208755621925,43.748184131666164,4915400,CAT,0
57,2010-07-12,39.896461486816406,40.25312572129813,39.75379524879729,39.98206014117502,2644600,COST,0
58,2010-07-12,117.33999633789062,118.19999694824219,116.97000122070312,117.83000183105469,7506700,GLD,0
59,2010-07-12,38.05702590942383,38.265610669855164,37.96221662745083,38.22768551036905,10797200,JNJ,0
60,2010-07-12,81.54975128173828,81.70827551853962,80.88545841905429,81.22515238944544,131283600,SPY,0
61,2010-07-12,63.2647590637207,63.68575613837525,63.175456506472024,63.36044176552267,4062100,TLT,0
62,2010-07-12,1.136667013168335,1.2046669721603394,1.1333329677581787,1.196666955947876,33037500,TSLA,0
63,2010-07-13,7.544683933258057,7.682513699785648,7.3837825266645805,7.680117404807242,1190924000,AAPL,1
64,2010-07-13,7.519999980926514,7.690000057220459,7.429999828338623,7.599999904632568,39013900,AMD,1
65,2010-07-13,45.30139923095703,45.688010750388116,44.297562997739995,44.68417451717108,10081500,CAT,1
66,2010-07-13,40.31017303466797,40.48137298998492,40.05337718338901,40.05337718338901,3207300,COST,1
67,2010-07-13,118.36000061035156,119.0999984741211,118.36000061035156,118.9800033569336,8423700,GLD,1
68,2010-07-13,38.240318298339844,38.531070553003964,38.20239314771197,38.29720481870117,10924500,JNJ,1
69,2010-07-13,82.78026580810547,83.1048591585342,82.2292000602511,82.39527482698217,213025900,SPY,1
70,2010-07-13,62.72258758544922,63.07979795118157,62.626904847020555,63.05428222982551,5842500,TLT,1
71,2010-07-13,1.2093329429626465,1.2426669597625732,1.1266670227050781,1.1593329906463623,40201500,TSLA,1
72,2010-07-14,7.572548866271973,7.664535388422055,7.460787110089573,7.4721741116573,812047600,AAPL,2
73,2010-07-14,7.440000057220459,7.820000171661377,7.329999923706055,7.820000171661377,49139700,AMD,2
74,2010-07-14,45.24037170410156,45.382812217300994,44.44001705853044,45.00297947337337,6851200,CAT,2
75,2010-07-14,40.19605255126953,40.23172114666628,39.85365526028863,40.22458633913422,3428200,COST,2
76,2010-07-14,118.30000305175781,119.12999725341797,117.58999633789062,118.26000213623047,9574800,GLD,2
77,2010-07-14,38.316165924072266,38.35409107443847,37.95588543465662,38.02541367141419,9668500,JNJ,2
78,2010-07-14,82.77271270751953,83.0973118067367,82.17635595503751,82.51605014197575,184426800,SPY,2
79,2010-07-14,63.35409164428711,63.46252981995983,62.76086445193552,62.971365522330814,5417300,TLT,2
80,2010-07-14,1.3226670026779175,1.3433330059051514,1.184000015258789,1.1959999799728394,62928000,TSLA,2
81,2010-07-15,7.53419828414917,7.69959387122345,7.409851756884805,7.437717591697392,824866000,AAPL,3
82,2010-07-15,7.409999847412109,7.480000019073486,7.179999828338623,7.460000038146973,51384100,AMD,3
83,2010-07-15,45.11149215698242,45.16574952707549,44.33148489267737,45.02331422790413,8101700,CAT,3
84,2010-07-15,40.338722229003906,40.36725601931572,39.83939178307527,40.21032289373277,2949400,COST,3
85,2010-07-15,118.2300033569336,118.69999694824219,117.7300033569336,118.58999633789062,8586900,GLD,3
86,2010-07-15,38.088619232177734,38.39833526062277,37.86107556711957,38.3161653083968,12839300,JNJ,3
87,2010-07-15,82.79535675048828,83.08220948638731,81.6554847116905,82.74251530547305,232337900,SPY,3
88,2010-07-15,63.98560333251954,64.16420856890402,63.59649698184147,63.622012710843215,6996100,TLT,3
89,2010-07-15,1.3259999752044678,1.4333330392837524,1.2666670083999634,1.329332947731018,56097000,TSLA,3
90,2010-07-16,7.4877543449401855,7.639666641334545,7.443109650356562,7.586032840429176,1039858400,AAPL,4
91,2010-07-16,7.369999885559082,7.590000152587891,7.110000133514404,7.28000020980835,72988600,AMD,4
92,2010-07-16,43.657161712646484,44.92031233551766,43.527433827917534,44.899829670721374,8504100,CAT,4
93,2010-07-16,39.21879196166992,40.37438311512034,39.197392982147484,40.36725102899008,5020200,COST,4
94,2010-07-16,116.66999816894531,116.79000091552734,115.94999694824219,116.69000244140625,17494400,GLD,4
95,2010-07-16,37.5703239440918,38.04437750413692,37.45023124356502,37.92428480361015,17569900,JNJ,4
96,2010-07-16,80.5156478881836,82.44059188306571,80.35711773585535,82.35000404734781,282693400,SPY,4
97,2010-07-16,64.2981948852539,64.50869122302142,63.960114981238675,63.985630721162266,7512400,TLT,4
98,2010-07-16,1.3760000467300415,1.4199999570846558,1.3366669416427612,1.3799999952316284,39319500,TSLA,4
99,2010-07-19,7.358314037322998,7.48715550171461,7.179135974930558,7.48715550171461,1024478000,AAPL,0
100,2010-07-19,7.440000057220459,7.539999961853027,7.21999979019165,7.409999847412109,27901000,AMD,0
101,2010-07-19,44.244380950927734,44.537978117829354,43.39772811052503,43.943954489197985,6826400,CAT,0
102,2010-07-19,39.104644775390625,39.43990984073011,38.94771172844352,39.325777457804215,3575000,COST,0
103,2010-07-19,115.7300033569336,115.80000305175781,115.11000061035156,115.56999969482422,15723900,GLD,0
104,2010-07-19,37.65248489379883,37.79154134304473,37.52607015913532,37.74729654758658,10277500,JNJ,0
105,2010-07-19,80.9911880493164,81.24784484028669,80.18346556113738,80.81001821102647,186709000,SPY,0
106,2010-07-19,63.90270233154297,64.26629307536872,63.775128510303155,64.14509453855035,4305800,TLT,0
107,2010-07-19,1.4606670141220093,1.4833329916000366,1.3946670293807983,1.4246670007705688,37297500,TSLA,0
108,2010-07-20,7.5473809242248535,7.577643852164056,7.191421075305879,7.2780141422740465,1074950800,AAPL,1
109,2010-07-20,7.599999904632568,7.630000114440918,7.150000095367432,7.210000038146973,30643500,AMD,1
110,2010-07-20,45.3573112487793,45.58945515439883,43.39772319761051,43.39772319761051,9468600,CAT,1
111,2010-07-20,39.29725646972656,39.29725646972656,38.59819505667869,38.78365921886219,6343500,COST,1
112,2010-07-20,116.6500015258789,116.73999786376953,115.4800033569336,115.75,9263100,GLD,1
113,2010-07-20,37.0267448425293,37.14683754399205,36.6601422625465,36.94457488302262,22304800,JNJ,1
114,2010-07-20,81.88948822021484,81.94987431932826,79.88150212311531,79.91924847443522,258162400,SPY,1
115,2010-07-20,63.99836349487305,64.36195411577978,63.90268072797597,64.21523989098723,5076600,TLT,1
116,2010-07-20,1.3533329963684082,1.4566669464111328,1.3366669416427612,1.4566669464111328,27379500,TSLA,1
117,2010-07-21,7.617796897888184,7.944693273880606,7.610606409768537,7.942895451825988,1185671200,AAPL,2
118,2010-07-21,7.400000095367432,7.650000095367432,7.349999904632568,7.610000133514404,28174700,AMD,2
119,2010-07-21,45.65770721435547,46.46339147087839,45.193414503660534,45.73963785145237,11432400,CAT,2
120,2010-07-21,38.24152755737305,39.30438511601981,38.15592893009677,39.28298613948356,4973800,COST,2
121,2010-07-21,115.8499984741211,117.0,115.70999908447266,116.80000305175781,9396200,GLD,2
122,2010-07-21,36.10390853881836,37.16578841447423,35.945890728883384,37.16578841447423,25707600,JNJ,2
123,2010-07-21,80.82513427734375,82.33489675997596,80.49298468819288,82.31225124422237,264527000,SPY,2
124,2010-07-21,65.082763671875,65.24223334856454,64.0494032815689,64.07491414720631,7894200,TLT,2
125,2010-07-21,1.3480000495910645,1.3933329582214355,1.2999999523162842,1.3773330450057983,18787500,TSLA,2
126,2010-07-22,7.761019229888916,7.790382853057776,7.649855913479874,7.720868675723802,645318800,AAPL,3
127,2010-07-22,7.610000133514404,7.679999828338623,7.360000133514404,7.489999771118164,25149600,AMD,3
128,2010-07-22,46.42924880981445,46.85257618898836,45.37776225577973,46.026409298508526,15905800,CAT,3
129,2010-07-22,39.161720275878906,39.29011957287244,38.405591384820454,38.583923439408004,5284100,COST,3
130,2010-07-22,116.86000061035156,117.5,115.91000366210938,115.94999694824219,8161000,GLD,3
131,2010-07-22,36.04069900512695,36.419940749001576,35.93956771268304,36.29984809271199,17972900,JNJ,3
132,2010-07-22,82.6292724609375,82.99161787016432,81.77625901571787,81.78380367893152,274781300,SPY,3
133,2010-07-22,64.330078125,64.75745576708215,64.31094253903053,64.75108048284513,5759700,TLT,3
134,2010-07-22,1.399999976158142,1.4166669845581055,1.3580000400543213,1.3666670322418213,14367000,TSLA,3
135,2010-07-23,7.788584709167481,7.801768735395523,7.6789199822030225,7.703190175891663,533388800,AAPL,4
136,2010-07-23,7.820000171661377,7.840000152587891,7.460000038146973,7.570000171661377,28582400,AMD,4
137,2010-07-23,47.32372283935547,47.54904264514697,45.97181442305588,46.087886368139486,8865900,CAT,4
138,2010-07-23,39.91072463989258,39.946390515769565,39.07612899448523,39.233062113702246,4905800,COST,4
139,2010-07-23,116.08999633789062,117.47000122070312,115.79000091552734,117.12000274658203,8337000,GLD,4
140,2010-07-23,36.42626953125,36.43258918331105,36.02806393890553,36.205043130542784,15076600,JNJ,4
141,2010-07-23,83.34642028808594,83.46719826240688,82.2291937893688,82.46320507412435,222020800,SPY,4
142,2010-07-23,63.64755630493163,64.40663375851972,63.59014953951564,64.29819551275851,6259100,TLT,4
143,2010-07-23,1.4193329811096191,1.4373329877853394,1.4040000438690186,1.4126670360565186,9804000,TSLA,4
144,2010-07-26,7.768809795379639,7.79337922700794,7.721767990879641,7.790382857285132,420551600,AAPL,0
145,2010-07-26,8.069999694824219,8.100000381469727,7.679999828338623,7.820000171661377,32459900,AMD,0
146,2010-07-26,47.788021087646484,47.84947431836334,47.16669074147765,47.392010572063995,8878400,CAT,0
147,2010-07-26,39.73951721191406,39.94638306299037,39.55405305927656,39.79658477957569,3494400,COST,0
148,2010-07-26,115.5199966430664,116.47000122070312,115.30000305175781,116.37999725341797,11219000,GLD,0
149,2010-07-26,36.495792388916016,36.666449492217254,36.33145252558552,36.438905884095504,11775200,JNJ,0
150,2010-07-26,84.21450805664062,84.29754541312516,83.25581188534277,83.48982311218974,184445700,SPY,0
151,2010-07-26,63.539127349853516,63.666701202740555,63.15002077192837,63.551882788490005,4856400,TLT,0
152,2010-07-26,1.3966670036315918,1.4333330392837524,1.3533329963684082,1.4333330392837524,13833000,TSLA,0
153,2010-07-27,7.912632942199706,7.934206005742462,7.799372558377972,7.8164514670448,584771600,AAPL,1
154,2010-07-27,8.210000038146973,8.25,8.029999732971191,8.140000343322754,34586300,AMD,1
155,2010-07-27,47.23494338989258,47.91772661020949,46.490706970951415,47.91772661020949,11948000,CAT,1
156,2010-07-27,40.809513092041016,40.91651342995647,40.224584079334896,40.29591854498907,6930000,COST,1
157,2010-07-27,113.51000213623047,114.98999786376953,113.20999908447266,114.94999694824219,29524800,GLD,1
158,2010-07-27,36.72333908081055,36.93824340471641,36.41994516667766,36.6285298389218,16964000,JNJ,1
159,2010-07-27,84.20697021484375,84.7655804915694,83.87482076200364,84.67499270644451,204855600,SPY,1
160,2010-07-27,62.926769256591804,63.264844374434965,62.875737764599755,63.00969178110567,5328000,TLT,1
161,2010-07-27,1.3700000047683716,1.4119999408721924,1.3506669998168945,1.3940000534057617,9295500,TSLA,1
162,2010-07-28,7.819145679473877,7.96986024675156,7.797872658744573,7.900346082955735,519985200,AAPL,2
163,2010-07-28,7.980000019073486,8.199999809265137,7.880000114440918,8.09000015258789,30818500,AMD,2
164,2010-07-28,47.603660583496094,47.69242055223026,46.90721858220812,46.90721858220812,7609900,CAT,2
165,2010-07-28,40.31017303466797,40.945037381406294,40.238841307278975,40.81663809520133,3077800,COST,2
166,2010-07-28,113.77999877929688,113.93000030517578,113.08000183105469,113.4800033569336,16071500,GLD,2
167,2010-07-28,36.55268478393555,36.81815357510276,36.43891175596083,36.74862534565592,13502100,JNJ,2
168,2010-07-28,83.66345977783203,84.29001236883373,83.38415174395199,84.0333498427009,163056200,SPY,2
169,2010-07-28,63.1308479309082,63.271182006259494,62.68432997600614,62.82466405135743,5507200,TLT,2
170,2010-07-28,1.3813329935073853,1.3933329582214355,1.3673330545425415,1.3700000047683716,7008000,TSLA,2
171,2010-07-29,7.733751773834229,7.869783743097571,7.673526749628756,7.811655777405789,643806800,AAPL,3
172,2010-07-29,7.78000020980835,7.880000114440918,7.579999923706055,7.880000114440918,40211700,AMD,3
173,2010-07-29,47.385154724121094,47.99283135028282,46.57264105598969,47.6855757873283,7671300,CAT,3
174,2010-07-29,40.0961799621582,40.65970992827066,39.782316514249,40.47424578203597,3439800,COST,3
175,2010-07-29,114.29000091552734,114.3499984741211,113.33999633789062,113.54000091552734,9476300,GLD,3
176,2010-07-29,36.55268478393555,36.83079529056225,36.476834491178614,36.72334191473694,13031000,JNJ,3
177,2010-07-29,83.25582122802734,84.41078816783002,82.59152806089031,84.18432157758906,220149100,SPY,3
178,2010-07-29,63.11174011230469,63.16276672581884,62.461100907043715,62.575919304052725,6305500,TLT,3
179,2010-07-29,1.3566670417785645,1.3919999599456787,1.3333330154418945,1.3846670389175415,9240000,TSLA,3
180,2010-07-30,7.707983493804932,7.781392540373158,7.637570016395849,7.667234472096815,448210000,AAPL,4
181,2010-07-30,7.489999771118164,7.670000076293945,7.409999847412109,7.610000133514404,35900700,AMD,4
182,2010-07-30,47.62416076660157,47.965552600053904,46.69557456287312,46.69557456287312,7218100,CAT,4
183,2010-07-30,40.45283889770508,40.58123818291698,39.73951074480829,39.73951074480829,2973900,COST,4
184,2010-07-30,115.48999786376953,115.7300033569336,114.08000183105469,114.36000061035156,10093200,GLD,4
185,2010-07-30,36.71702575683594,36.88768531503917,36.19872742947542,36.42627350707973,12978000,JNJ,4
186,2010-07-30,83.24073028564453,83.68611309695643,82.2669388059109,82.41036228812548,220070600,SPY,4
187,2010-07-30,64.09406280517578,64.17698529568838,63.69219605380724,63.91545265644035,7683200,TLT,4
188,2010-07-30,1.329332947731018,1.3626669645309448,1.303333044052124,1.3466670513153076,6403500,TSLA,4
189,2010-08-02,7.8458123207092285,7.867984650409042,7.77899529467137,7.803564719484515,428055600,AAPL,0
190,2010-08-02,7.650000095367432,7.769999980926514,7.46999979019165,7.630000114440918,29109400,AMD,0
191,2010-08-02,48.51173782348633,48.955542638950526,47.84260814191452,48.30007153555313,6304100,CAT,0
192,2010-08-02,40.54557800292969,40.90224212937307,40.4885104365557,40.702511089326805,3588100,COST,0
193,2010-08-02,115.54000091552734,116.38999938964844,115.19999694824219,116.12000274658203,8473400,GLD,0
194,2010-08-02,37.115230560302734,37.21636188017437,36.91928757316857,36.97617409129391,11455600,JNJ,0
195,2010-08-02,85.12037658691406,85.25625538677264,84.19942091668196,84.53911503668614,188263200,SPY,0
196,2010-08-02,63.194271087646484,63.565438611119916,63.194271087646484,63.50784129357478,5769200,TLT,0
197,2010-08-02,1.3946670293807983,1.3980000019073486,1.3553329706192017,1.3666670322418213,10771500,TSLA,0
198,2010-08-03,7.848210334777832,7.888060845555352,7.773003467037261,7.820644537845314,417653600,AAPL,1
199,2010-08-03,7.510000228881836,7.590000152587891,7.409999847412109,7.570000171661377,20259500,AMD,1
200,2010-08-03,48.047454833984375,48.49808902944795,47.71288732109127,48.18400938794974,5878900,CAT,1
201,2010-08-03,40.338722229003906,40.59552089954618,40.21745770187673,40.38865500148357,3246800,COST,1
202,2010-08-03,115.98999786376953,116.44000244140625,115.80999755859375,115.87999725341797,5579400,GLD,1
203,2010-08-03,37.513431549072266,37.67144937768868,37.108906293599965,37.13418972485716,10855100,JNJ,1
204,2010-08-03,84.71273803710938,85.12791908887785,84.43343002246615,84.90900868954202,146657300,SPY,1
205,2010-08-03,63.55906677246094,63.776649685529605,63.309489674957426,63.48227194154751,4363500,TLT,1
206,2010-08-03,1.463333010673523,1.463333010673523,1.3880000114440918,1.399999976158142,18457500,TSLA,1
207,2010-08-04,7.8796706199646,7.91862181402865,7.799669573536271,7.875475703659569,420375200,AAPL,2
208,2010-08-04,7.519999980926514,7.610000133514404,7.440000057220459,7.550000190734863,18846500,AMD,2
209,2010-08-04,48.55955123901367,48.79852435742341,47.98601054560701,47.98601054560701,6204800,CAT,2
210,2010-08-04,41.09402084350586,41.24436416275727,40.26354947345677,40.442530395717625,4364600,COST,2
211,2010-08-04,116.72000122070312,117.6500015258789,116.6500015258789,117.41000366210938,10323200,GLD,2
212,2010-08-04,37.75994873046875,37.880041435554446,37.43759094715062,37.52608056259915,10508800,JNJ,2
213,2010-08-04,85.2789077758789,85.38459065548855,84.667456006811,84.94675829180004,158171700,SPY,2
214,2010-08-04,63.07270431518555,63.68065236010845,63.07270431518555,63.67425157077595,3820400,TLT,2
215,2010-08-04,1.4173330068588257,1.4786670207977295,1.3899999856948853,1.463333010673523,13695000,TSLA,2
216,2010-08-05,7.841320037841797,7.8856655079178255,7.806862187417542,7.84221854867437,289097200,AAPL,3
217,2010-08-05,7.5,7.619999885559082,7.449999809265137,7.489999771118164,14581900,AMD,3
218,2010-08-05,49.13309097290039,49.33109877648726,48.34788905087626,48.3547183431996,7415000,CAT,3
219,2010-08-05,40.42103958129883,40.62150001555725,39.99148657980334,40.62150001555725,4358300,COST,3
220,2010-08-05,116.9800033569336,117.0999984741211,116.3499984741211,117.01000213623047,7023000,GLD,3
221,2010-08-05,37.77259063720703,37.854760604848195,37.61457276698398,37.62721448594119,9796700,JNJ,3
222,2010-08-05,85.18831634521484,85.2336131197458,84.60706053217788,84.73538891489862,140473800,SPY,3
223,2010-08-05,63.367027282714844,63.66780067379624,63.251837577244686,63.571808438843135,3704200,TLT,3
224,2010-08-05,1.363332986831665,1.4366669654846191,1.3366669416427612,1.4359999895095825,11943000,TSLA,3
225,2010-08-06,7.7930779457092285,7.8350263107254055,7.719368069963356,7.783788801956004,444897600,AAPL,4
226,2010-08-06,7.449999809265137,7.71999979019165,7.429999828338623,7.489999771118164,33055500,AMD,4
227,2010-08-06,48.85997009277344,49.11260178294978,47.999666906336714,48.48444241244018,5463400,CAT,4
228,2010-08-06,40.47832107543945,40.54991234316113,39.91989880928948,40.27070257560205,3030000,COST,4
229,2010-08-06,117.83999633789062,118.41999816894531,117.48999786376953,117.98999786376953,10001700,GLD,4
230,2010-08-06,37.89899826049805,37.92428169363909,37.4502281724686,37.620887729429285,8524100,JNJ,4
231,2010-08-06,84.841064453125,84.97694324639784,83.73138860127752,84.35039071301284,239728300,SPY,4
232,2010-08-06,64.05824279785156,64.12863686291875,63.667877485160375,63.85986218668429,6042400,TLT,4
233,2010-08-06,1.305999994277954,1.343999981880188,1.301332950592041,1.340000033378601,11128500,TSLA,4
234,2010-08-09,7.842815399169922,7.8548008738920165,7.777496162131395,7.834724803683284,303128000,AAPL,0
235,2010-08-09,7.420000076293945,7.519999980926514,7.380000114440918,7.480000019073486,26503200,AMD,0
236,2010-08-09,49.20819091796875,49.283297495715296,48.76438074289091,49.201361626567326,3625400,CAT,0
237,2010-08-09,40.92219161987305,41.158447711569664,40.47831976608658,40.48547780021448,2391800,COST,0
238,2010-08-09,117.4000015258789,117.8499984741211,117.2300033569336,117.76000213623047,6751400,GLD,0
239,2010-08-09,37.95587921142578,38.08229394742528,37.79154174243882,37.92427613021604,6674700,JNJ,0
240,2010-08-09,85.29399871826172,85.43742794474343,84.78822985337369,85.24115728102393,120800400,SPY,0
241,2010-08-09,63.82145309448242,63.98143868293685,63.74465825437013,63.82784900271226,2578500,TLT,0
242,2010-08-09,1.3066669702529907,1.3320000171661377,1.2966669797897339,1.3266669511795044,12190500,TSLA,0
243,2010-08-10,7.772706031799316,7.803868282352296,7.716974345332275,7.7858900608794235,451920000,AAPL,1
244,2010-08-10,6.829999923706055,7.130000114440918,6.75,7.059999942779541,80795900,AMD,1
245,2010-08-10,48.76439666748047,49.15358305688641,48.19086102381897,48.395692949744614,6082400,CAT,1
246,2010-08-10,40.7933349609375,41.02959110941216,40.542762740766534,40.6573104315636,2433600,COST,1
247,2010-08-10,117.7300033569336,118.08999633789062,116.4000015258789,116.58999633789062,10444900,GLD,1
248,2010-08-10,37.563995361328125,37.80418311644643,37.22899836343507,37.55135364672606,13550800,JNJ,1
249,2010-08-10,84.83353424072266,85.2864674990538,84.07110849172219,84.56932701288657,242916300,SPY,1
250,2010-08-10,63.9557991027832,64.64053678389682,63.65502560953684,64.03258901093493,11251000,TLT,1
251,2010-08-10,1.2686669826507568,1.309999942779541,1.254667043685913,1.309999942779541,19219500,TSLA,1
252,2010-08-11,7.496443748474121,7.661240837991046,7.485058346724235,7.652551768208631,620054400,AAPL,2
253,2010-08-11,6.489999771118164,6.679999828338623,6.409999847412109,6.630000114440918,54953600,AMD,2
254,2010-08-11,46.9140510559082,47.90409020149047,46.6682485928136,47.80167164033032,9221200,CAT,2
255,2010-08-11,39.9986572265625,40.53560001327162,39.9557035514864,40.45684796758913,2847500,COST,2
256,2010-08-11,117.33999633789062,118.13999938964844,116.58000183105469,117.73999786376953,12436900,GLD,2
257,2010-08-11,36.976165771484375,37.26059829811247,36.84975104729852,37.24163452223039,11470100,JNJ,2
258,2010-08-11,82.50850677490234,83.55779104622674,82.37262794613372,83.52759511102418,273406900,SPY,2
259,2010-08-11,64.8133773803711,64.88377144787422,64.19263235732016,64.19263235732016,6778300,TLT,2
260,2010-08-11,1.1933330297470093,1.2586669921875,1.190000057220459,1.246000051498413,11964000,TSLA,2
261,2010-08-12,7.5443854331970215,7.583636668766689,7.374494903473908,7.391573807515453,534920400,AAPL,3
262,2010-08-12,6.570000171661377,6.75,6.260000228881836,6.349999904632568,55112400,AMD,3
263,2010-08-12,46.08787155151367,46.429263192636,45.59626675482184,46.08787155151367,7639900,CAT,3
264,2010-08-12,39.855464935302734,40.06308343180294,39.640688404558134,39.72660120168138,3269000,COST,3
265,2010-08-12,118.7699966430664,118.86000061035156,118.45999908447266,118.55999755859375,12327000,GLD,3
266,2010-08-12,36.98881530761719,37.10890799485344,36.72334408956755,36.75494958566835,8240500,JNJ,3
267,2010-08-12,82.00273132324219,82.29713448971711,81.22520471643477,81.26295107492057,239542600,SPY,3
268,2010-08-12,64.65338134765625,65.23573128831741,64.55099310018312,65.00535162853642,7590100,TLT,3
269,2010-08-12,1.1733330488204956,1.1933330297470093,1.1593329906463623,1.1866669654846191,10365000,TSLA,3
270,2010-08-13,7.463785171508789,7.547081834027855,7.463485134542901,7.540190584995344,354869200,AAPL,4
